,num_sample,accuracy,f1_score,precision,recall
0,5843,0.8257744309430087,0.8555723025090878,0.8876011773362766,0.8257744309430087
1,458,0.4148471615720524,0.4337899543378996,0.45454545454545453,0.4148471615720524
2,210,0.4666666666666667,0.47804878048780486,0.49,0.4666666666666667
3,266,0.6353383458646616,0.46620689655172415,0.3681917211328976,0.6353383458646616
4,716,0.5824022346368715,0.5556295802798135,0.5312101910828025,0.5824022346368715
5,337,0.685459940652819,0.5746268656716418,0.49464668094218417,0.685459940652819
6,19,0.2631578947368421,0.18518518518518517,0.14285714285714285,0.2631578947368421
7,69,0.5942028985507246,0.43850267379679153,0.3474576271186441,0.5942028985507246
