,num_sample,avg_class_acc,overall_acc,macro_F1,macro_precison,macro_recall,binary model FPR,binary model FNR
0,7918,0.5584811967029558,0.7547360444556707,0.49844527985249354,0.4645637493769253,0.5584811967029558,0.1285678201566052,0.0771659509977267
