train_loss,epoch,step
0.9744078516960144,0,49
0.9958069324493408,0,99
0.9143363237380981,0,149
0.8752162456512451,0,199
1.0020849704742432,0,249
0.8929391503334045,0,299
0.9268977642059326,0,349
1.0279314517974854,0,399
0.9267312288284302,0,449
0.9629551768302917,0,499
0.9162131547927856,0,549
0.9504214525222778,0,599
0.9605154991149902,0,649
0.8603885173797607,0,699
0.9801837205886841,0,749
0.8884310722351074,0,799
0.9869779944419861,0,849
0.9661593437194824,0,899
0.9143180847167969,0,949
0.8282490968704224,0,999
1.0096592903137207,0,1049
0.982653021812439,0,1099
0.9263027310371399,0,1149
1.031997561454773,0,1199
1.0104827880859375,0,1249
0.9163327813148499,0,1299
0.9155271053314209,0,1349
1.0418144464492798,0,1399
0.974284291267395,0,1449
1.0025386810302734,0,1499
0.959004282951355,0,1549
0.9476050138473511,0,1599
0.9333125352859497,0,1649
0.8243948817253113,0,1699
1.0245567560195923,0,1749
0.9542474746704102,0,1799
0.8271854519844055,0,1849
0.9363102912902832,0,1899
0.9376242160797119,0,1949
0.947973906993866,0,1999
0.9353381991386414,0,2049
0.9381674528121948,0,2099
0.9915489554405212,0,2149
0.9894856214523315,0,2199
0.9131000638008118,0,2249
0.8740921020507812,0,2299
0.9173386096954346,0,2349
1.0076401233673096,0,2399
0.9040428400039673,0,2449
1.029350757598877,0,2499
0.879642903804779,0,2549
1.0540056228637695,0,2599
0.929366409778595,0,2649
0.9018338918685913,0,2699
0.8835070133209229,0,2749
0.9362184405326843,0,2799
0.9010219573974609,0,2849
0.9904087781906128,0,2899
0.9356404542922974,0,2949
0.9510115385055542,0,2999
0.9307981729507446,0,3049
0.9448407888412476,0,3099
0.9336958527565002,0,3149
0.9097615480422974,0,3199
0.9792755842208862,0,3249
0.8541580438613892,0,3299
0.9407893419265747,0,3349
0.9982882738113403,0,3399
0.8865238428115845,0,3449
0.9480170607566833,0,3499
0.8413372039794922,0,3549
0.901066243648529,0,3599
0.9230562448501587,0,3649
0.9145222306251526,0,3699
0.9162925481796265,0,3749
0.9716296195983887,0,3799
1.0086612701416016,0,3849
1.1234328746795654,0,3899
0.9490224123001099,0,3949
0.9473008513450623,0,3999
1.0217080116271973,0,4049
0.9629958868026733,0,4099
1.0317569971084595,0,4149
0.9678651094436646,0,4199
0.9471147060394287,0,4249
0.8851898908615112,0,4299
0.9135755300521851,0,4349
0.9564318060874939,0,4399
1.056743860244751,0,4449
0.9526978731155396,0,4499
0.9590392112731934,0,4549
0.9957395792007446,0,4599
0.8959986567497253,0,4649
0.9860062003135681,0,4699
1.0385231971740723,0,4749
0.9381250143051147,0,4799
0.9386150240898132,0,4849
0.9048244953155518,0,4899
0.9535669088363647,0,4949
0.9839657545089722,0,4999
0.9770302772521973,0,5049
0.9427319765090942,0,5099
0.9613513946533203,0,5149
0.9283998012542725,0,5199
0.8872700929641724,0,5249
1.0163121223449707,0,5299
0.9203314781188965,0,5349
0.9367681741714478,0,5399
0.8822845220565796,0,5449
0.9437205791473389,0,5499
0.9479519128799438,0,5549
0.944611132144928,0,5599
0.9843382835388184,0,5649
1.0071046352386475,0,5699
0.9696025848388672,0,5749
