train_loss,epoch,step,val_loss
0.6602253913879395,0,49,
0.558326244354248,0,99,
0.6170340180397034,0,149,
0.4383895993232727,0,199,
0.47961416840553284,0,249,
0.5754759311676025,0,299,
0.45812568068504333,0,349,
0.5450975894927979,0,399,
0.6141365766525269,0,449,
0.6128543019294739,0,499,
0.4568573236465454,0,549,
0.5592404007911682,0,599,
0.5835057497024536,0,649,
0.6049906015396118,0,699,
0.650641918182373,0,749,
0.6021478176116943,0,799,
0.5328199863433838,0,849,
0.6308591365814209,0,899,
0.707134485244751,0,949,
0.5122905969619751,0,999,
0.5163532495498657,0,1049,
0.5684000253677368,0,1099,
0.5484461784362793,0,1149,
0.5173492431640625,0,1199,
0.5036743879318237,0,1249,
0.6312357187271118,0,1299,
0.5340315699577332,0,1349,
0.5236591696739197,0,1399,
0.4989832043647766,0,1449,
0.5552771091461182,0,1499,
0.41628068685531616,0,1549,
0.43819984793663025,0,1599,
0.6234309077262878,0,1649,
0.5684497356414795,0,1699,
0.4910685122013092,0,1749,
0.603723406791687,0,1799,
0.6118640303611755,0,1849,
0.590901255607605,0,1899,
0.651486873626709,0,1949,
0.600459098815918,0,1999,
0.5169715285301208,0,2049,
0.5164603590965271,0,2099,
0.5845691561698914,0,2149,
0.6000761985778809,0,2199,
0.5626264810562134,0,2249,
0.5550413131713867,0,2299,
0.6187031865119934,0,2349,
0.4712570309638977,0,2399,
0.5630252361297607,0,2449,
0.5545005798339844,0,2499,
0.5193471908569336,0,2549,
0.6689161062240601,0,2599,
0.5423207879066467,0,2649,
0.5515220761299133,0,2699,
0.5740013122558594,0,2749,
0.5845367312431335,0,2799,
0.5248926877975464,0,2849,
0.7215193510055542,0,2899,
0.5588606595993042,0,2949,
0.6100839376449585,0,2999,
0.5471720099449158,0,3049,
0.6422738432884216,0,3099,
0.7044171094894409,0,3149,
0.5005754232406616,0,3199,
0.5652585625648499,0,3249,
0.5579384565353394,0,3299,
0.5799166560173035,0,3349,
0.5292085409164429,0,3399,
0.6275795698165894,0,3449,
0.5252002477645874,0,3499,
0.6122651100158691,0,3549,
0.5688095092773438,0,3599,
0.5897880792617798,0,3649,
0.5432995557785034,0,3699,
0.5272159576416016,0,3749,
0.5598080158233643,0,3799,
0.5888311862945557,0,3849,
0.630799412727356,0,3899,
0.6064640879631042,0,3949,
0.6039934158325195,0,3999,
0.635058581829071,0,4049,
0.40386322140693665,0,4099,
0.5269416570663452,0,4149,
0.5216634273529053,0,4199,
0.5723789930343628,0,4249,
0.6080918312072754,0,4299,
0.5660232901573181,0,4349,
0.5916323661804199,0,4399,
0.5826442837715149,0,4449,
0.5687918663024902,0,4499,
0.6277920007705688,0,4549,
0.5936180949211121,0,4599,
0.6010069847106934,0,4649,
0.5429263114929199,0,4699,
0.5283589363098145,0,4749,
0.4590294659137726,0,4799,
0.5995633602142334,0,4849,
0.4898945093154907,0,4899,
0.6777942180633545,0,4949,
0.5596543550491333,0,4999,
0.6382946968078613,0,5049,
0.5968402028083801,0,5099,
0.6008082628250122,0,5149,
0.6215951442718506,0,5199,
0.49355870485305786,0,5249,
0.6737117171287537,0,5299,
0.5670041441917419,0,5349,
0.661108672618866,0,5399,
0.6911870837211609,0,5449,
0.6142774224281311,0,5499,
0.6137484312057495,0,5549,
0.6022603511810303,0,5599,
0.6252830028533936,0,5649,
0.6550383567810059,0,5699,
0.5837885141372681,0,5749,
,0,5779,0.5653476119041443
0.6145851016044617,1,5799,
0.6592330932617188,1,5849,
0.5017656087875366,1,5899,
0.5635957717895508,1,5949,
0.6249405741691589,1,5999,
0.5806251764297485,1,6049,
0.5223249793052673,1,6099,
0.6407397389411926,1,6149,
0.573006272315979,1,6199,
0.5289919972419739,1,6249,
0.5994223356246948,1,6299,
0.5850437879562378,1,6349,
0.6613755226135254,1,6399,
0.5165784955024719,1,6449,
0.4630575180053711,1,6499,
0.4992433190345764,1,6549,
0.553412914276123,1,6599,
0.5068538188934326,1,6649,
0.5928586721420288,1,6699,
0.5867410898208618,1,6749,
0.5966606140136719,1,6799,
0.6003258228302002,1,6849,
0.549517035484314,1,6899,
0.5121607780456543,1,6949,
0.6741646528244019,1,6999,
0.5846490859985352,1,7049,
0.4825392961502075,1,7099,
0.4804413318634033,1,7149,
0.5481945276260376,1,7199,
0.5728639364242554,1,7249,
0.526706337928772,1,7299,
0.4551389217376709,1,7349,
0.6543943881988525,1,7399,
0.44029951095581055,1,7449,
0.5785036087036133,1,7499,
0.6234612464904785,1,7549,
0.40249961614608765,1,7599,
0.6366662979125977,1,7649,
0.6093368530273438,1,7699,
0.6493796706199646,1,7749,
0.5513355135917664,1,7799,
0.4896507263183594,1,7849,
0.5729861259460449,1,7899,
0.6392571926116943,1,7949,
0.5184597969055176,1,7999,
0.5078284740447998,1,8049,
0.4803414046764374,1,8099,
0.4959065318107605,1,8149,
0.4581140875816345,1,8199,
0.6215362548828125,1,8249,
0.6209205389022827,1,8299,
0.4477417469024658,1,8349,
0.48051899671554565,1,8399,
0.6418687105178833,1,8449,
0.4674132168292999,1,8499,
0.61777263879776,1,8549,
0.6235071420669556,1,8599,
0.42359933257102966,1,8649,
0.5619603991508484,1,8699,
0.4393024742603302,1,8749,
0.5811864137649536,1,8799,
0.4878288507461548,1,8849,
0.5667346715927124,1,8899,
0.5356613397598267,1,8949,
0.35856881737709045,1,8999,
0.4022325277328491,1,9049,
0.42026054859161377,1,9099,
0.39224088191986084,1,9149,
0.4109748601913452,1,9199,
0.3652031123638153,1,9249,
0.4065088629722595,1,9299,
0.5384173393249512,1,9349,
0.7454541921615601,1,9399,
0.5682722330093384,1,9449,
0.6148221492767334,1,9499,
0.45831477642059326,1,9549,
0.557620644569397,1,9599,
0.458035409450531,1,9649,
0.5680477023124695,1,9699,
0.5406615734100342,1,9749,
0.4748958647251129,1,9799,
0.6100488901138306,1,9849,
0.4368906617164612,1,9899,
0.5927883982658386,1,9949,
0.4675993323326111,1,9999,
0.6237221956253052,1,10049,
0.6307639479637146,1,10099,
0.6056618094444275,1,10149,
0.25338518619537354,1,10199,
0.35634347796440125,1,10249,
0.574193000793457,1,10299,
0.5899536609649658,1,10349,
0.3369911015033722,1,10399,
0.41344761848449707,1,10449,
0.542876124382019,1,10499,
0.4885881245136261,1,10549,
0.4819157123565674,1,10599,
0.6120564937591553,1,10649,
0.6250255107879639,1,10699,
0.4906996488571167,1,10749,
0.2682796120643616,1,10799,
0.594384491443634,1,10849,
0.5814655423164368,1,10899,
0.466993123292923,1,10949,
0.5606235861778259,1,10999,
0.33607017993927,1,11049,
0.5852760076522827,1,11099,
0.4849047362804413,1,11149,
0.5105658769607544,1,11199,
0.5331297516822815,1,11249,
0.3600659668445587,1,11299,
0.5054972767829895,1,11349,
0.4185749590396881,1,11399,
0.4614344835281372,1,11449,
0.49081912636756897,1,11499,
0.5314638614654541,1,11549,
,1,11559,0.48988234996795654
