,num_sample,accuracy,f1_score
0,3843.0,0.781160551652355,0.8101470786668465
1,458.0,0.5262008733624454,0.4634615384615385
2,210.0,0.5619047619047619,0.5075268817204301
3,266.0,0.48120300751879697,0.4776119402985075
4,716.0,0.5572625698324022,0.5757575757575757
5,337.0,0.6379821958456974,0.5606258148631029
6,19.0,0.10526315789473684,0.0975609756097561
7,69.0,0.4782608695652174,0.34736842105263155
8,5918.0,0.6992227103751267,0.48000752830379856
