,num_sample,accuracy,f1_score,precision_score,recall_scores
0,3843,0.6958105646630237,0.7832454598711189,0.8958123953098828,0.6958105646630237
1,458,0.5480349344978166,0.4722483537158984,0.41487603305785126,0.5480349344978166
2,210,0.6857142857142857,0.4982698961937717,0.391304347826087,0.6857142857142857
3,266,0.5939849624060151,0.5240464344941955,0.4688427299703264,0.5939849624060151
4,716,0.7793296089385475,0.6035694970254192,0.49249779346866723,0.7793296089385475
5,337,0.6617210682492581,0.6084583901773533,0.5631313131313131,0.6617210682492581
6,19,0.2631578947368421,0.25,0.23809523809523808,0.2631578947368421
7,69,0.5942028985507246,0.5774647887323944,0.5616438356164384,0.5942028985507246
8,5918,0.6850287259209192,0.539662852526269,,
