,num_sample,accuracy,f1_score
0,3843.0,0.5977101223002862,0.7235785163017798
1,458.0,0.5589519650655022,0.4625112917795845
2,210.0,0.7047619047619048,0.4728434504792333
3,266.0,0.8308270676691729,0.442
4,716.0,0.7430167597765364,0.6045454545454545
5,337.0,0.7210682492581603,0.6144121365360303
6,19.0,0.05263157894736842,0.1
7,69.0,0.6521739130434783,0.49180327868852464
8,5918.0,0.63247718823927,0.4889617660413259
