,num_sample,accuracy,f1_score,precision,recall
0,3843.0,tensor(0.6469),0.7458745874587459,0.8806234502302515,0.6468904501691387
1,458.0,tensor(0.4127),0.38888888888888895,0.36770428015564205,0.4126637554585153
2,210.0,tensor(0.5571),0.3979591836734694,0.30952380952380953,0.5571428571428572
3,266.0,tensor(0.6504),0.3909604519774012,0.27948303715670436,0.650375939849624
4,716.0,tensor(0.6494),0.5477031802120141,0.47352342158859473,0.6494413407821229
5,337.0,tensor(0.4955),0.46844319775596077,0.4441489361702128,0.49554896142433236
6,19.0,tensor(0.),0.0,0.0,0.0
7,69.0,tensor(0.5507),0.2576271186440678,0.168141592920354,0.5507246376811594
8,,0.614227779655289,0.3996820760763185,,
